DANCe RAJ2000_1 RAJ2000_2 RAJ2000_3 DEJ2000_1 DEJ2000_2 DEJ2000_3 pmRA e_pmRA pmDE e_pmDE plx e_plx
J035611.38+250336.6 03 56 11.38 25 03 36.59 19.6 0.5 -43.6 0.4 7.3 1.2
J035618.60+235751.7 03 56 18.60 23 57 51.74 20.2 0.3 -47.4 0.2 7.9 1.3
J035623.50+244956.4 03 56 23.50 24 49 56.44 16.7 0.4 -47.0 0.3 7.7 1.2
J035624.99+230526.4 03 56 24.99 23 05 26.43 18.3 1.8 -47.7 1.9 7.9 1.3
J035628.90+240154.2 03 56 28.90 24 01 54.22 19.7 0.3 -45.6 0.2 7.7 1.2
J035633.53+203320.3 03 56 33.53 20 33 20.27 17.7 2.9 -41.5 2.8 7.0 1.2
J035638.76+213508.2 03 56 38.76 21 35 08.23 19.5 1.8 -40.7 1.8 7.0 1.2
J035640.93+225940.5 03 56 40.93 22 59 40.52 16.2 2.1 -41.6 2.1 6.9 1.2
J035644.75+253010.7 03 56 44.75 25 30 10.74 16.8 0.9 -42.0 0.9 6.9 1.1
J035646.60+262100.3 03 56 46.60 26 21 00.31 20.7 1.7 -49.7 1.7 8.2 1.3
J035649.95+195549.5 03 56 49.95 19 55 49.53 18.4 0.5 -40.5 0.4 6.9 1.1
J035652.32+251005.0 03 56 52.32 25 10 04.98 20.4 1.5 -48.8 1.5 8.1 1.3
J035652.90+232543.9 03 56 52.90 23 25 43.88 18.8 0.5 -42.8 0.4 7.2 1.2
J035655.47+220824.3 03 56 55.47 22 08 24.26 19.1 1.8 -42.5 1.8 7.2 1.2
J035701.51+192322.1 03 57 01.51 19 23 22.09 18.1 3.2 -38.4 3.1 6.6 1.2
J035705.35+274647.4 03 57 05.35 27 46 47.39 20.8 2.4 -45.7 2.5 7.6 1.3
J035706.22+231300.7 03 57 06.22 23 13 00.71 17.9 1.6 -41.1 1.6 6.9 1.2
J035708.60+200742.8 03 57 08.60 20 07 42.83 17.9 0.5 -43.3 0.4 7.3 1.2
J035709.81+213627.1 03 57 09.81 21 36 27.08 18.7 2.2 -43.3 2.1 7.3 1.2
J035711.14+245001.6 03 57 11.14 24 50 01.61 18.2 0.5 -41.0 0.4 6.9 1.1
J035716.85+240032.9 03 57 16.85 24 00 32.91 21.6 0.5 -47.1 0.4 8.0 1.3
J035718.48+213732.2 03 57 18.48 21 37 32.21 20.0 2.7 -42.7 2.7 7.3 1.3
J035721.71+190803.3 03 57 21.71 19 08 03.27 18.5 2.9 -46.7 2.8 7.9 1.3
J035730.82+234122.5 03 57 30.82 23 41 22.53 19.3 1.6 -47.2 1.6 7.9 1.3
J035732.00+222600.1 03 57 32.00 22 26 00.11 16.7 0.5 -42.9 0.4 7.1 1.2
J035732.02+251657.4 03 57 32.02 25 16 57.35 19.7 1.1 -45.2 1.1 7.6 1.2
J035733.06+235647.1 03 57 33.06 23 56 47.06 17.6 0.4 -48.4 0.3 7.9 1.3
J035733.31+240311.4 03 57 33.31 24 03 11.45 16.7 0.8 -44.6 0.8 7.3 1.2
J035736.08+235552.2 03 57 36.08 23 55 52.24 18.2 0.5 -44.0 0.5 7.3 1.2
J035742.97+252307.0 03 57 42.97 25 23 06.96 18.9 0.9 -46.1 0.8 7.6 1.2
J035749.37+220831.1 03 57 49.37 22 08 31.09 19.4 0.5 -43.7 0.4 7.4 1.2
J035752.35+210215.9 03 57 52.35 21 02 15.93 18.7 1.0 -43.3 1.0 7.3 1.2
J035800.61+211820.8 03 58 00.61 21 18 20.80 14.1 1.6 -41.3 1.6 6.8 1.1
J035801.69+204036.5 03 58 01.69 20 40 36.50 20.2 0.8 -48.5 0.8 8.2 1.3
J035801.96+235354.7 03 58 01.96 23 53 54.69 19.8 0.5 -46.6 0.4 7.8 1.2
J035808.74+195816.7 03 58 08.74 19 58 16.68 16.6 1.3 -41.4 1.3 7.0 1.2
J035817.43+221152.9 03 58 17.43 22 11 52.88 14.2 0.6 -43.2 0.6 7.0 1.2
J035820.90+240452.0 03 58 20.90 24 04 52.00 16.8 0.9 -49.4 0.9 8.0 1.3
J035825.14+240058.7 03 58 25.14 24 00 58.72 19.1 0.4 -45.8 0.4 7.6 1.2
J035830.99+230412.6 03 58 30.99 23 04 12.61 21.9 1.6 -46.5 1.6 7.9 1.3
J035833.71+280709.1 03 58 33.71 28 07 09.07 21.2 3.0 -50.5 3.0 8.4 1.4
J035834.17+224011.3 03 58 34.17 22 40 11.29 17.7 0.6 -39.8 0.5 6.7 1.1
J035846.11+195655.9 03 58 46.11 19 56 55.89 17.8 2.4 -38.4 2.3 6.6 1.2
J035856.14+232753.7 03 58 56.14 23 27 53.73 19.9 0.5 -43.3 0.4 7.3 1.2
J035857.03+234231.4 03 58 57.03 23 42 31.36 19.6 0.5 -48.6 0.4 8.1 1.3
J035909.87+214602.0 03 59 09.87 21 46 02.03 19.2 1.1 -42.6 1.1 7.3 1.2
J035912.91+241718.5 03 59 12.91 24 17 18.53 18.0 0.5 -40.8 0.5 6.9 1.1
J035922.90+223416.9 03 59 22.90 22 34 16.85 17.5 0.5 -46.6 0.4 7.7 1.2
J035929.33+213956.1 03 59 29.33 21 39 56.06 15.7 1.0 -41.9 1.0 6.9 1.1
J035956.49+234015.3 03 59 56.49 23 40 15.26 14.4 1.9 -44.8 1.9 7.3 1.2
J035959.16+234104.6 03 59 59.16 23 41 04.58 16.8 1.8 -49.3 1.8 8.0 1.3
J035959.84+250853.6 03 59 59.84 25 08 53.59 15.6 2.1 -43.2 2.1 7.1 1.2
J035959.85+220529.5 03 59 59.85 22 05 29.50 14.7 0.4 -39.8 0.4 6.6 1.1
J040002.39+253934.0 04 00 02.39 25 39 33.97 19.5 2.6 -50.3 2.6 8.3 1.4
J040002.53+263601.9 04 00 02.53 26 36 01.88 13.4 3.4 -41.6 3.2 6.7 1.2
J040008.16+223201.1 04 00 08.16 22 32 01.07 17.5 0.6 -39.3 0.6 6.7 1.1
J040009.01+240325.5 04 00 09.01 24 03 25.48 19.9 0.8 -44.3 0.7 7.5 1.2
J040010.29+220217.3 04 00 10.29 22 02 17.28 19.8 0.5 -48.6 0.5 8.1 1.3
J040011.72+232308.9 04 00 11.72 23 23 08.91 18.9 2.1 -40.5 2.0 6.9 1.2
J040028.36+272054.5 04 00 28.36 27 20 54.45 15.8 1.9 -40.8 1.9 6.7 1.1
J040039.24+264419.0 04 00 39.24 26 44 19.01 16.0 1.5 -46.2 1.5 7.5 1.2
J040040.25+232653.8 04 00 40.25 23 26 53.78 17.4 1.6 -47.1 1.6 7.8 1.3
J040050.51+234353.0 04 00 50.51 23 43 52.96 14.4 2.2 -43.3 2.2 7.0 1.2
J040059.12+240834.9 04 00 59.12 24 08 34.86 17.5 7.5 -38.4 7.5 6.5 1.6
J040111.36+221038.2 04 01 11.36 22 10 38.15 19.4 0.6 -49.4 0.6 8.2 1.3
J040112.08+235412.9 04 01 12.08 23 54 12.91 16.2 1.0 -42.9 1.0 7.1 1.2
J040124.41+201715.6 04 01 24.41 20 17 15.58 15.6 1.7 -45.6 1.6 7.5 1.2
J040126.05+213508.7 04 01 26.05 21 35 08.68 17.5 0.6 -39.4 0.6 6.7 1.1
J040145.82+214404.9 04 01 45.82 21 44 04.92 15.3 1.7 -46.4 1.7 7.6 1.2
J040222.62+244824.1 04 02 22.62 24 48 24.07 16.7 2.3 -48.7 2.3 7.9 1.3
J040241.90+222818.3 04 02 41.90 22 28 18.30 19.3 2.0 -45.6 2.0 7.7 1.3
J040304.52+234949.9 04 03 04.52 23 49 49.90 14.5 4.6 -41.7 4.3 6.8 1.3
J040354.12+225047.6 04 03 54.12 22 50 47.60 20.2 3.0 -47.3 3.0 8.0 1.3
J040434.79+220246.3 04 04 34.79 22 02 46.27 14.8 2.4 -42.0 2.4 6.9 1.2
J040513.75+240842.6 04 05 13.75 24 08 42.64 18.0 1.7 -43.8 1.7 7.3 1.2
J040551.62+234448.0 04 05 51.62 23 44 48.03 20.0 1.8 -46.0 1.8 7.7 1.3
J040600.83+233406.4 04 06 00.83 23 34 06.40 15.7 1.8 -39.2 1.8 6.5 1.1
J040619.96+224410.6 04 06 19.96 22 44 10.61 17.9 4.0 -50.6 3.8 8.3 1.4
J040624.37+250138.0 04 06 24.37 25 01 37.97 15.1 2.2 -39.2 2.2 6.5 1.1
J040628.54+223659.6 04 06 28.54 22 36 59.65 14.3 2.9 -40.5 2.9 6.7 1.2
J040710.05+241232.3 04 07 10.05 24 12 32.32 18.7 2.6 -47.3 2.6 7.8 1.3
J040859.01+242626.3 04 08 59.01 24 26 26.27 17.8 3.0 -47.5 3.3 7.8 1.3
J040928.12+254805.3 04 09 28.12 25 48 05.28 18.3 2.2 -41.8 2.1 7.0 1.2
J041046.42+243213.9 04 10 46.42 24 32 13.87 16.0 1.9 -49.1 1.8 8.0 1.3
